,ADO,ARE,AFG,ATG,ALB,ARM,AGO,ARG,ASM,AUT,AUS,ABW,AZE,BIH,BRB,BGD,BEL,BFA,BGR,BHR,BDI,BEN,BMU,BRN,BOL,BRA,BHS,BTN,BWA,BLR,BLZ,CAN,ZAR,CAF,COG,CHE,CIV,CHL,CMR,CHN,COL,CRI,CHI,CUB,CPV,CUW,CYP,CZE,DEU,DJI,DNK,DMA,DOM,DZA,ECU,EST,EGY,ERI,ESP,ETH,FIN,FJI,FSM,FRO,FRA,GAB,GBR,GRD,GEO,GHA,GRL,GMB,GIN,GNQ,GRC,GTM,GUM,GNB,GUY,HKG,HND,HRV,HTI,HUN,IDN,IRL,ISR,IMY,IND,IRQ,IRN,ISL,ITA,JAM,JOR,JPN,KEN,KGZ,KHM,KIR,COM,KNA,PRK,KOR,KWT,CYM,KAZ,LAO,LBN,LCA,LIE,LKA,LBR,LSO,LTU,LUX,LVA,LBY,MAR,MCO,MDA,MNE,MAF,MDG,MHL,MKD,MLI,MMR,MNG,MNP,MRT,MLT,MUS,MDV,MWI,MEX,MYS,MOZ,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAN,PER,PYF,PNG,PHL,PAK,POL,PRI,PRT,PLW,PRY,QAT,ROM,SRB,RUS,RWA,SAU,SLB,SYC,SDN,SWE,SGP,SVN,SVK,SLE,SMR,SEN,SOM,SUR,SSD,STP,SLV,SXM,SYR,SWZ,TCA,TCD,TGO,THA,TJK,TMP,TKM,TUN,TON,TUR,TTO,TUV,TWN,TZA,UKR,UGA,USA,URY,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2002-01-01,24000.0,34100.0,186.0,10000.0,1460.0,780.0,840.0,2710.0,,26400.0,20100.0,20400.0,763.0,1710.0,11800.0,399.0,25000.0,261.0,2080.0,13100.0,117.0,379.0,62600.0,16900.0,894.0,2840.0,22500.0,897.0,3010.0,1480.0,3700.0,24000.0,176.0,263.0,920.0,41300.0,740.0,4490.0,648.0,1140.0,2380.0,4110.0,44200.0,3000.0,1350.0,,16000.0,8010.0,25200.0,794.0,33200.0,4840.0,2970.0,1740.0,2190.0,5300.0,1290.0,170.0,17000.0,112.0,26800.0,2260.0,2260.0,26600.0,24300.0,4130.0,28200.0,5290.0,779.0,312.0,20700.0,443.0,326.0,3280.0,13900.0,1770.0,,312.0,962.0,24700.0,1200.0,6050.0,392.0,6630.0,910.0,32400.0,18200.0,24200.0,487.0,,1720.0,31900.0,22200.0,3720.0,1900.0,31200.0,398.0,322.0,337.0,842.0,444.0,10200.0,,12800.0,18600.0,,1660.0,317.0,5450.0,4630.0,79500.0,904.0,175.0,348.0,,52200.0,4990.0,3840.0,1360.0,89000.0,459.0,2110.0,,263.0,2390.0,1940.0,307.0,,572.0,,460.0,10800.0,3960.0,3220.0,223.0,6950.0,4130.0,217.0,1720.0,,184.0,457.0,995.0,28800.0,43100.0,251.0,16900.0,8730.0,3860.0,2040.0,,530.0,1000.0,483.0,5200.0,19000.0,12900.0,8390.0,1140.0,30700.0,2120.0,2150.0,2380.0,187.0,8640.0,786.0,8330.0,407.0,29600.0,22000.0,11800.0,6540.0,276.0,31400.0,513.0,,2250.0,,586.0,2380.0,,1270.0,1130.0,,222.0,288.0,1990.0,191.0,494.0,970.0,2370.0,1830.0,3580.0,7050.0,1620.0,,311.0,879.0,238.0,38200.0,4090.0,383.0,4270.0,3670.0,,477.0,1350.0,1630.0,576.0,2540.0,395.0,502.0
2003-01-01,31400.0,36900.0,198.0,10400.0,1860.0,925.0,920.0,3410.0,,32100.0,23400.0,20800.0,884.0,2150.0,12100.0,432.0,30700.0,332.0,2700.0,14300.0,108.0,464.0,66100.0,18500.0,896.0,3080.0,22000.0,1010.0,4100.0,1820.0,3830.0,28000.0,175.0,298.0,1040.0,48000.0,905.0,4870.0,791.0,1280.0,2260.0,4200.0,48200.0,3190.0,1740.0,,20100.0,9740.0,30300.0,824.0,40500.0,5000.0,2340.0,2060.0,2440.0,7170.0,1190.0,195.0,21500.0,120.0,32800.0,2830.0,2290.0,30800.0,29700.0,4940.0,32600.0,5770.0,922.0,376.0,25100.0,361.0,374.0,4370.0,18300.0,1820.0,,350.0,984.0,24000.0,1230.0,7810.0,329.0,8370.0,1080.0,40900.0,18800.0,28700.0,565.0,,1980.0,39100.0,27400.0,3590.0,1970.0,33700.0,440.0,381.0,360.0,1030.0,557.0,9720.0,,14200.0,22600.0,,2070.0,360.0,5440.0,4980.0,89900.0,985.0,131.0,510.0,,64400.0,5630.0,4840.0,1660.0,109000.0,548.0,2790.0,,317.0,2430.0,2380.0,389.0,,646.0,,527.0,12800.0,4620.0,3630.0,198.0,6600.0,4430.0,235.0,2490.0,,223.0,510.0,1000.0,35200.0,50100.0,258.0,21900.0,9060.0,3990.0,2180.0,,609.0,1020.0,546.0,5690.0,19800.0,15800.0,8150.0,1160.0,35600.0,2760.0,2830.0,2980.0,202.0,9390.0,745.0,8520.0,472.0,37000.0,23600.0,14900.0,8710.0,291.0,39100.0,643.0,,2610.0,,687.0,2500.0,,1260.0,1700.0,,294.0,318.0,2210.0,238.0,485.0,1290.0,2790.0,2090.0,4600.0,8750.0,1900.0,,326.0,1050.0,236.0,39700.0,3620.0,396.0,4450.0,3240.0,,531.0,1580.0,1910.0,617.0,3800.0,450.0,452.0
2004-01-01,36900.0,40400.0,220.0,11000.0,2470.0,1180.0,1230.0,4780.0,,36700.0,30400.0,22600.0,1050.0,2580.0,12900.0,461.0,35500.0,371.0,3330.0,16000.0,122.0,511.0,70400.0,21800.0,955.0,3640.0,22000.0,1110.0,4830.0,2380.0,3990.0,31800.0,196.0,326.0,1350.0,53300.0,966.0,6220.0,893.0,1500.0,2750.0,4380.0,55800.0,3390.0,1950.0,,23600.0,11700.0,34100.0,870.0,46500.0,5330.0,2410.0,2550.0,2700.0,8850.0,1120.0,238.0,24900.0,137.0,37600.0,3330.0,2250.0,34500.0,33900.0,5760.0,38300.0,5840.0,1190.0,426.0,28900.0,416.0,391.0,7530.0,21700.0,1940.0,,382.0,1040.0,24900.0,1300.0,9370.0,387.0,10200.0,1160.0,47400.0,19700.0,34600.0,650.0,1370.0,2350.0,47000.0,31200.0,3860.0,2160.0,36400.0,462.0,433.0,406.0,1150.0,629.0,10300.0,,15900.0,27100.0,,2870.0,415.0,5440.0,5420.0,100000.0,1060.0,147.0,646.0,6710.0,74700.0,6750.0,6010.0,1880.0,123000.0,721.0,3380.0,,246.0,2520.0,2720.0,421.0,,798.0,,600.0,14100.0,5230.0,4110.0,209.0,7040.0,4920.0,279.0,3300.0,,240.0,646.0,1080.0,39700.0,57600.0,292.0,25500.0,10100.0,4290.0,2430.0,,660.0,1080.0,631.0,6640.0,21000.0,18000.0,8870.0,1390.0,44100.0,3530.0,3330.0,4100.0,226.0,10900.0,819.0,10200.0,557.0,42400.0,27400.0,17300.0,10700.0,290.0,45000.0,732.0,,3010.0,,734.0,2610.0,,1420.0,2210.0,,457.0,359.0,2480.0,312.0,482.0,1460.0,3140.0,2350.0,5870.0,9990.0,2230.0,,350.0,1370.0,286.0,41900.0,4120.0,465.0,4810.0,4280.0,,607.0,1790.0,2350.0,707.0,4890.0,557.0,457.0
2005-01-01,40000.0,43500.0,252.0,12100.0,2780.0,1630.0,1710.0,5770.0,,38200.0,34000.0,23300.0,1580.0,2810.0,14200.0,485.0,36900.0,407.0,3790.0,18200.0,144.0,533.0,75900.0,25900.0,1020.0,4790.0,23400.0,1260.0,5290.0,3130.0,4100.0,36000.0,221.0,341.0,1720.0,54800.0,982.0,7610.0,915.0,1740.0,3390.0,4620.0,57200.0,3780.0,2030.0,,24700.0,13300.0,34700.0,912.0,48800.0,5250.0,3580.0,3040.0,3010.0,10300.0,1250.0,226.0,26500.0,163.0,39000.0,3660.0,2350.0,35200.0,34900.0,6860.0,39900.0,6750.0,1470.0,502.0,29900.0,434.0,307.0,13600.0,22300.0,2150.0,,413.0,1080.0,26600.0,1400.0,10200.0,465.0,11100.0,1270.0,50600.0,20400.0,37000.0,740.0,1820.0,2740.0,56600.0,32000.0,4250.0,2330.0,35800.0,524.0,477.0,471.0,1170.0,633.0,11100.0,,18700.0,35200.0,,3770.0,472.0,5340.0,5660.0,105000.0,1240.0,166.0,711.0,7860.0,79600.0,7630.0,8460.0,1950.0,127000.0,831.0,3670.0,,276.0,2650.0,2990.0,444.0,,999.0,,694.0,14800.0,5120.0,3760.0,213.0,7820.0,5550.0,313.0,3580.0,,258.0,804.0,1160.0,41200.0,66800.0,321.0,27800.0,12300.0,4590.0,2700.0,,798.0,1200.0,693.0,7980.0,22000.0,18800.0,9720.0,1480.0,54200.0,4650.0,3530.0,5320.0,274.0,13300.0,882.0,11100.0,669.0,43100.0,29900.0,18200.0,11700.0,318.0,46200.0,773.0,,3590.0,,797.0,2810.0,,1590.0,2340.0,,664.0,382.0,2690.0,340.0,500.0,1710.0,3220.0,2560.0,7130.0,12300.0,2250.0,,449.0,1830.0,314.0,44300.0,5220.0,547.0,5060.0,5440.0,,699.0,1890.0,2590.0,832.0,5440.0,726.0,453.0
2006-01-01,43200.0,45600.0,275.0,13600.0,3050.0,2130.0,2440.0,6750.0,,40400.0,36100.0,24000.0,2470.0,3240.0,15700.0,496.0,38900.0,423.0,4370.0,19500.0,158.0,557.0,83900.0,30600.0,1200.0,5890.0,23700.0,1350.0,5320.0,3850.0,4360.0,40200.0,257.0,365.0,2120.0,57300.0,1010.0,9370.0,965.0,2080.0,3710.0,5130.0,62300.0,4670.0,2300.0,,26500.0,15200.0,36400.0,976.0,52000.0,5630.0,3770.0,3390.0,3340.0,12600.0,1470.0,241.0,28500.0,195.0,41100.0,3750.0,2390.0,39900.0,36500.0,7190.0,42400.0,6760.0,1760.0,930.0,30600.0,442.0,299.0,13000.0,24600.0,2330.0,,407.0,1910.0,28200.0,1540.0,11400.0,507.0,11300.0,1600.0,53900.0,21600.0,41300.0,830.0,2320.0,3420.0,56300.0,33400.0,4500.0,2720.0,34100.0,703.0,543.0,537.0,1140.0,659.0,12800.0,,20900.0,42000.0,64100.0,5290.0,586.0,5340.0,6320.0,114000.0,1420.0,178.0,736.0,9240.0,88400.0,9750.0,9670.0,2130.0,136000.0,951.0,4380.0,,293.0,2760.0,3280.0,497.0,,1330.0,,939.0,15700.0,5460.0,4870.0,234.0,8620.0,6180.0,329.0,3890.0,,267.0,1010.0,1230.0,44000.0,74100.0,353.0,26600.0,14600.0,5000.0,3130.0,,885.0,1400.0,853.0,9000.0,22900.0,19800.0,9720.0,1770.0,62900.0,5790.0,4130.0,6920.0,322.0,14900.0,950.0,12000.0,879.0,46300.0,33600.0,19700.0,13100.0,357.0,48800.0,808.0,,5200.0,,851.0,3040.0,,1770.0,2640.0,,717.0,387.0,3140.0,407.0,463.0,2140.0,3390.0,2830.0,7740.0,14100.0,2350.0,,480.0,2300.0,335.0,46400.0,5880.0,643.0,5610.0,6750.0,,797.0,2050.0,2790.0,924.0,5660.0,1080.0,428.0
2007-01-01,49300.0,44500.0,374.0,15300.0,3600.0,3080.0,3410.0,8380.0,,46600.0,41000.0,25900.0,3850.0,3990.0,16500.0,544.0,44400.0,476.0,5780.0,21000.0,163.0,633.0,90800.0,32100.0,1360.0,7350.0,24300.0,1760.0,5710.0,4740.0,4510.0,44300.0,286.0,413.0,2230.0,63200.0,1130.0,10400.0,1070.0,2670.0,4660.0,5900.0,73600.0,5190.0,3130.0,,30900.0,18300.0,41800.0,1060.0,58500.0,6060.0,4540.0,3850.0,3570.0,16600.0,1760.0,253.0,32700.0,245.0,48300.0,4080.0,2430.0,46000.0,41600.0,8590.0,48300.0,7320.0,2320.0,1100.0,37500.0,522.0,411.0,15900.0,28500.0,2560.0,,469.0,2260.0,30600.0,1710.0,13500.0,619.0,13800.0,1870.0,61200.0,24600.0,49700.0,1070.0,3090.0,4280.0,68800.0,37700.0,4810.0,3020.0,34000.0,847.0,722.0,628.0,1320.0,731.0,13600.0,,23100.0,44900.0,,6770.0,702.0,5940.0,6720.0,130000.0,1610.0,210.0,817.0,12300.0,103000.0,14100.0,11700.0,2420.0,171000.0,1230.0,5960.0,,379.0,2880.0,3980.0,561.0,,1630.0,,1010.0,18400.0,6290.0,5660.0,266.0,9190.0,7220.0,411.0,4200.0,,302.0,1130.0,1330.0,50900.0,85100.0,398.0,32400.0,16400.0,6050.0,3610.0,,991.0,1680.0,930.0,11200.0,23700.0,22800.0,9730.0,2250.0,69200.0,8170.0,5460.0,9100.0,380.0,16100.0,1050.0,12200.0,1090.0,53300.0,39200.0,23800.0,16000.0,399.0,55600.0,948.0,,5750.0,,883.0,3280.0,,2070.0,2690.0,,808.0,432.0,3740.0,523.0,550.0,2610.0,3810.0,2930.0,9310.0,16500.0,2770.0,,538.0,3070.0,400.0,48100.0,7010.0,830.0,6270.0,8330.0,,919.0,2390.0,3130.0,1210.0,6150.0,1160.0,415.0
2008-01-01,50000.0,46400.0,377.0,15800.0,4370.0,3920.0,4600.0,10200.0,,51400.0,49700.0,27500.0,5570.0,4850.0,16600.0,619.0,48600.0,571.0,7120.0,23000.0,187.0,739.0,93600.0,37100.0,1700.0,8840.0,23700.0,1820.0,5660.0,6380.0,4660.0,46400.0,327.0,474.0,3060.0,72100.0,1330.0,10700.0,1190.0,3440.0,5400.0,6580.0,,5380.0,3690.0,,35000.0,22600.0,45600.0,1230.0,64200.0,6610.0,4870.0,4790.0,4260.0,18100.0,2160.0,256.0,35600.0,328.0,53400.0,4180.0,2500.0,48700.0,45400.0,10500.0,45200.0,7950.0,2920.0,1230.0,30900.0,612.0,438.0,23500.0,31700.0,2870.0,,570.0,2480.0,31500.0,1880.0,15900.0,679.0,15600.0,2180.0,61000.0,29300.0,,1040.0,4470.0,4900.0,55400.0,40700.0,5130.0,3800.0,37900.0,926.0,966.0,743.0,1420.0,806.0,14400.0,,20500.0,54500.0,,8510.0,887.0,6890.0,6780.0,143000.0,2010.0,231.0,827.0,15000.0,112000.0,16400.0,14800.0,2830.0,194000.0,1700.0,7330.0,,472.0,2920.0,4720.0,665.0,,2140.0,,1180.0,20900.0,7750.0,6750.0,302.0,9580.0,8450.0,485.0,4010.0,,367.0,1380.0,1500.0,56600.0,96900.0,478.0,31000.0,23500.0,7000.0,4250.0,,1220.0,1930.0,1020.0,13900.0,24900.0,24800.0,9840.0,2970.0,84800.0,9950.0,6700.0,11600.0,469.0,19700.0,1210.0,11100.0,1260.0,55700.0,39700.0,27500.0,18600.0,453.0,62200.0,1090.0,,6860.0,1710.0,1090.0,3480.0,,,2620.0,,938.0,528.0,4120.0,709.0,672.0,3920.0,4340.0,3300.0,10400.0,21200.0,3090.0,,666.0,3890.0,448.0,48400.0,9070.0,1020.0,6370.0,11200.0,,1160.0,2700.0,3380.0,1400.0,5810.0,1440.0,345.0
2009-01-01,46400.0,32900.0,451.0,14000.0,4110.0,2910.0,3990.0,9460.0,,47700.0,42700.0,24600.0,4950.0,4480.0,16500.0,685.0,45000.0,554.0,6740.0,19300.0,195.0,713.0,88500.0,27200.0,1740.0,8600.0,22100.0,1800.0,5260.0,5180.0,4440.0,40800.0,302.0,465.0,2400.0,69700.0,1310.0,10100.0,1160.0,3800.0,5100.0,6390.0,,5500.0,3520.0,,31700.0,19700.0,41700.0,1460.0,57900.0,7030.0,4840.0,3770.0,4240.0,14700.0,2460.0,334.0,32300.0,382.0,47100.0,3370.0,2670.0,45500.0,41600.0,8000.0,37100.0,7390.0,2440.0,1100.0,22500.0,553.0,435.0,13800.0,29500.0,2700.0,,532.0,2590.0,30700.0,1950.0,14100.0,674.0,12900.0,2270.0,51500.0,27600.0,,1150.0,3700.0,4930.0,40300.0,37000.0,4520.0,4030.0,39300.0,930.0,871.0,735.0,1320.0,787.0,13700.0,,18300.0,37200.0,,7170.0,931.0,8270.0,6720.0,126000.0,2060.0,302.0,860.0,11800.0,101000.0,12200.0,10600.0,2860.0,153000.0,1530.0,6700.0,,417.0,2910.0,4480.0,661.0,,1720.0,,1040.0,19600.0,7080.0,6780.0,345.0,7690.0,7280.0,459.0,4140.0,,353.0,1090.0,1460.0,51900.0,80000.0,484.0,28000.0,18200.0,7170.0,4190.0,,1210.0,1830.0,989.0,11400.0,25800.0,23100.0,9180.0,2510.0,62500.0,8070.0,5820.0,8560.0,504.0,16000.0,1160.0,9710.0,1200.0,46200.0,38600.0,24600.0,16500.0,435.0,,1020.0,,7450.0,1280.0,1130.0,3340.0,,,2680.0,,814.0,515.0,3980.0,669.0,780.0,4060.0,4160.0,3100.0,8630.0,14500.0,2760.0,,674.0,2550.0,517.0,47000.0,9420.0,1180.0,6180.0,11500.0,,1230.0,2640.0,3170.0,1280.0,5910.0,1200.0,633.0
2010-01-01,43000.0,33900.0,561.0,13000.0,4090.0,3120.0,4220.0,11500.0,,46600.0,51800.0,24300.0,5840.0,4380.0,15900.0,763.0,44400.0,578.0,6580.0,20500.0,220.0,690.0,88200.0,30900.0,1930.0,11300.0,21900.0,2210.0,6490.0,5820.0,4530.0,47500.0,330.0,457.0,2920.0,74300.0,1310.0,12700.0,1150.0,4510.0,6180.0,7770.0,,5700.0,3410.0,,30400.0,19800.0,41700.0,1350.0,57600.0,6930.0,5300.0,4350.0,4640.0,14600.0,2800.0,369.0,30700.0,344.0,46200.0,3650.0,2840.0,46400.0,40700.0,9300.0,38400.0,7370.0,2610.0,1330.0,,566.0,435.0,16600.0,26900.0,2880.0,,534.0,2870.0,32600.0,2080.0,13500.0,669.0,13000.0,3140.0,47900.0,30600.0,,1420.0,4470.0,5670.0,41700.0,35900.0,4920.0,4370.0,42900.0,978.0,880.0,783.0,1540.0,777.0,13200.0,,22200.0,38600.0,,9070.0,1120.0,8760.0,7010.0,141000.0,2400.0,327.0,1090.0,12000.0,103000.0,11400.0,12400.0,2820.0,145000.0,1630.0,6640.0,,414.0,3130.0,4470.0,674.0,,2650.0,,1200.0,19700.0,7770.0,7160.0,360.0,8920.0,8750.0,422.0,5170.0,,360.0,2310.0,1500.0,50300.0,87600.0,596.0,33400.0,20900.0,7830.0,5080.0,,1420.0,2140.0,1020.0,12500.0,26400.0,22500.0,9000.0,3100.0,71500.0,8140.0,5410.0,10700.0,526.0,19300.0,1280.0,10800.0,1440.0,52100.0,46600.0,23400.0,16500.0,448.0,,999.0,,8320.0,1580.0,1130.0,3440.0,,,2960.0,,909.0,503.0,4800.0,740.0,876.0,4390.0,4210.0,3550.0,10100.0,15500.0,3240.0,,712.0,2970.0,553.0,48400.0,11900.0,1380.0,6230.0,13600.0,,1330.0,2970.0,3530.0,1360.0,7390.0,1530.0,723.0
2011-01-01,44000.0,38900.0,616.0,12800.0,4440.0,3420.0,5160.0,13700.0,,51100.0,62100.0,25400.0,7190.0,4770.0,15500.0,842.0,47800.0,670.0,7590.0,22500.0,247.0,745.0,86000.0,41100.0,2320.0,13300.0,21500.0,2500.0,7890.0,6310.0,4700.0,52100.0,373.0,495.0,3410.0,88000.0,1310.0,14500.0,1260.0,5570.0,7120.0,8700.0,,6120.0,3800.0,,31800.0,21700.0,45900.0,1460.0,61300.0,7120.0,5720.0,5270.0,5200.0,17200.0,2970.0,440.0,32000.0,357.0,50800.0,4200.0,3000.0,49800.0,43800.0,11200.0,41000.0,7410.0,3220.0,1590.0,,521.0,454.0,21900.0,26000.0,3240.0,,679.0,3260.0,35100.0,2280.0,14500.0,749.0,14000.0,3660.0,51900.0,33300.0,,1500.0,5850.0,7640.0,46000.0,38400.0,5350.0,4670.0,46200.0,998.0,1120.0,878.0,1740.0,837.0,13700.0,,24200.0,49300.0,,11400.0,1270.0,9140.0,7190.0,158000.0,2840.0,377.0,1240.0,14400.0,114000.0,13700.0,5690.0,3040.0,163000.0,1970.0,7250.0,,456.0,3290.0,4990.0,739.0,,3780.0,,1380.0,22300.0,8980.0,7410.0,364.0,9810.0,10100.0,537.0,5600.0,,388.0,2510.0,1650.0,53500.0,101000.0,696.0,37900.0,22500.0,8900.0,5760.0,,1840.0,2360.0,1210.0,13800.0,27200.0,23200.0,9770.0,3820.0,88900.0,9060.0,6420.0,13300.0,575.0,24100.0,1650.0,12200.0,1620.0,59600.0,53100.0,25000.0,18100.0,500.0,,1080.0,,8350.0,1720.0,1360.0,3700.0,,,3140.0,,1010.0,580.0,5190.0,835.0,1000.0,5720.0,4310.0,4220.0,10600.0,17700.0,3990.0,,746.0,3570.0,531.0,49800.0,14200.0,1540.0,6190.0,10700.0,,1540.0,3280.0,4070.0,1330.0,8080.0,1740.0,820.0
2012-01-01,40200.0,40400.0,689.0,13500.0,4260.0,3350.0,5540.0,14800.0,,48300.0,67500.0,,7390.0,4410.0,15200.0,862.0,44800.0,678.0,7200.0,23300.0,251.0,751.0,85500.0,41100.0,2580.0,12100.0,22100.0,2460.0,7380.0,6720.0,4860.0,52700.0,418.0,479.0,3150.0,83300.0,1360.0,15200.0,1220.0,6260.0,7750.0,9430.0,,6490.0,3540.0,,28900.0,19700.0,43900.0,1570.0,57600.0,7180.0,5880.0,5310.0,5660.0,17100.0,3260.0,504.0,29000.0,472.0,47400.0,4400.0,3150.0,47600.0,40900.0,10800.0,41100.0,7580.0,3530.0,1650.0,,509.0,495.0,22400.0,22500.0,3340.0,,576.0,3580.0,36700.0,2330.0,13200.0,776.0,12800.0,3720.0,48400.0,32500.0,,1480.0,6690.0,7300.0,44400.0,34900.0,5460.0,4900.0,46700.0,1170.0,1180.0,945.0,1740.0,796.0,13700.0,,24500.0,53500.0,,12100.0,1410.0,9760.0,7200.0,150000.0,2920.0,414.0,1160.0,14300.0,106000.0,14000.0,13300.0,2900.0,,2050.0,6520.0,,445.0,3510.0,4630.0,696.0,1410.0,4400.0,,1280.0,21200.0,9110.0,7490.0,267.0,9820.0,10400.0,593.0,5760.0,,405.0,2730.0,1750.0,49100.0,102000.0,686.0,39600.0,23000.0,9980.0,6430.0,,2150.0,2590.0,1250.0,13000.0,27800.0,20600.0,10400.0,3680.0,92600.0,8450.0,5660.0,14100.0,630.0,25900.0,1870.0,12800.0,1690.0,57100.0,54600.0,22500.0,17200.0,634.0,,1020.0,,9380.0,957.0,1400.0,3780.0,,,3050.0,,994.0,589.0,5480.0,953.0,1110.0,6800.0,4200.0,4360.0,10700.0,17400.0,4040.0,,836.0,3860.0,653.0,51500.0,15100.0,1720.0,6350.0,12700.0,,1760.0,3160.0,4260.0,1340.0,7590.0,1770.0,909.0
2013-01-01,41000.0,43000.0,665.0,13300.0,4460.0,3500.0,5780.0,15000.0,,50500.0,67500.0,,7810.0,4660.0,15000.0,958.0,46900.0,716.0,7500.0,24700.0,267.0,805.0,85700.0,38600.0,2870.0,11900.0,22300.0,2360.0,7410.0,7720.0,4890.0,52300.0,445.0,335.0,3170.0,84700.0,1540.0,15700.0,1330.0,6990.0,7870.0,10100.0,,6850.0,3680.0,,27900.0,19900.0,46300.0,1670.0,59800.0,7180.0,5880.0,5360.0,6000.0,18900.0,3310.0,544.0,29900.0,505.0,49300.0,4380.0,3050.0,52800.0,42600.0,10300.0,41800.0,7890.0,3600.0,1880.0,,482.0,531.0,20600.0,22000.0,3480.0,,555.0,3740.0,38400.0,2280.0,13600.0,819.0,13500.0,3640.0,50500.0,36100.0,,1490.0,6960.0,6380.0,47500.0,35500.0,5290.0,5200.0,38600.0,1240.0,1280.0,1010.0,1650.0,842.0,14300.0,,26000.0,52200.0,,13600.0,1650.0,9930.0,7330.0,,3280.0,453.0,1040.0,15700.0,111000.0,15400.0,10600.0,3090.0,,2240.0,7110.0,,463.0,3630.0,5110.0,726.0,1100.0,4420.0,,1300.0,22800.0,9480.0,7840.0,237.0,10300.0,10500.0,598.0,5610.0,,431.0,2970.0,1780.0,50800.0,103000.0,692.0,42400.0,21500.0,11000.0,6660.0,,2110.0,2770.0,1280.0,13800.0,28700.0,21500.0,10900.0,4250.0,93700.0,9490.0,6350.0,14500.0,639.0,25800.0,1890.0,15700.0,1750.0,60400.0,56000.0,23300.0,18100.0,809.0,,1050.0,,9830.0,1040.0,1610.0,3830.0,,,2830.0,,1010.0,636.0,5780.0,1040.0,1240.0,7830.0,4320.0,4110.0,11000.0,18200.0,3880.0,,927.0,4030.0,657.0,53000.0,16900.0,1880.0,6570.0,12200.0,,1910.0,3170.0,4180.0,1470.0,6890.0,1840.0,953.0
2014-01-01,,42500.0,666.0,14000.0,4620.0,3650.0,5940.0,12900.0,,51100.0,61900.0,,7880.0,4800.0,15200.0,1100.0,47500.0,720.0,7710.0,25200.0,295.0,825.0,,40800.0,3150.0,11600.0,22200.0,2380.0,7760.0,8040.0,,50300.0,475.0,379.0,3100.0,,1650.0,14500.0,1430.0,7590.0,7720.0,10000.0,,,3720.0,,27200.0,19600.0,47600.0,1780.0,60600.0,7430.0,6080.0,5360.0,6290.0,19700.0,3440.0,590.0,30300.0,568.0,49500.0,4540.0,,,42700.0,10100.0,45600.0,8300.0,3670.0,1460.0,,423.0,550.0,18400.0,21700.0,3700.0,,586.0,4020.0,40200.0,2350.0,13500.0,833.0,13900.0,3510.0,53300.0,37000.0,,1630.0,6430.0,5290.0,52100.0,35000.0,,5420.0,36200.0,1340.0,1270.0,1080.0,1600.0,861.0,15200.0,,28000.0,,,12300.0,1710.0,10100.0,7440.0,,3630.0,461.0,995.0,16400.0,,16000.0,6580.0,3140.0,,2230.0,7370.0,,449.0,,5370.0,766.0,1200.0,4170.0,,1270.0,,10000.0,8620.0,253.0,10400.0,10800.0,619.0,5720.0,,441.0,3180.0,1910.0,51600.0,97400.0,698.0,,20800.0,11800.0,6590.0,,,2840.0,1330.0,14400.0,,22100.0,11900.0,4480.0,93400.0,10000.0,6150.0,12700.0,652.0,25400.0,2020.0,15400.0,1900.0,58900.0,56300.0,24000.0,18400.0,788.0,,1070.0,,,1110.0,1690.0,3950.0,,,2680.0,,1050.0,646.0,5560.0,1100.0,1280.0,9030.0,,4110.0,10500.0,,,,998.0,3080.0,677.0,54600.0,16800.0,2040.0,6660.0,16500.0,,2050.0,,4170.0,,6480.0,1800.0,936.0
